"Obs";"Data";"Dia da semana";"Sabor";"Valor";"Satis geral";"Sabor aval";"Rapidez aval";"Preço aval";"Comun aval"
"1150";44414;"sábado";"Atum";35;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1151";44414;"sábado";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1152";44414;"sábado";"Atum";35;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1153";44414;"sábado";"Palmito";27;"4-Insatisfeito";"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1154";44414;"sábado";"Frango";31;"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1155";44414;"sábado";"Muçarela";23;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1156";44414;"sábado";"Muçarela";23;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1157";44414;"sábado";"Marguerita";29;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1158";44414;"sábado";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1159";44414;"sábado";"Atum";35;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1160";44414;"sábado";"Muçarela";23;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1161";44414;"sábado";"Atum";35;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1162";44414;"sábado";"Frango";31;"3-Razoável";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1163";44414;"sábado";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1164";44414;"sábado";"Atum";35;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1165";44414;"sábado";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1166";44414;"sábado";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"1167";44415;"domingo";"Napolitana";28;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1168";44415;"domingo";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1169";44415;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1170";44415;"domingo";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1171";44415;"domingo";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1172";44415;"domingo";"Pepperone";30;"1-Excelente";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1173";44415;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1174";44415;"domingo";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1175";44415;"domingo";"Atum";35;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1176";44415;"domingo";"Pepperone";30;"1-Excelente";"1-Excelente";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1177";44415;"domingo";"Portuguesa";40;"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"1178";44415;"domingo";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1179";44415;"domingo";"Frango";31;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1180";44415;"domingo";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1181";44415;"domingo";"Calabresa";25;"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1182";44415;"domingo";"Napolitana";28;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito"
"1183";44415;"domingo";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1184";44415;"domingo";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1185";44415;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1186";44415;"domingo";"Calabresa";25;"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1187";44415;"domingo";"Frango";31;"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1188";44415;"domingo";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1189";44415;"domingo";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1190";44415;"domingo";"Pepperone";30;"1-Excelente";"3-Razoável";"1-Excelente";"3-Razoável";"1-Excelente"
"1191";44415;"domingo";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1192";44415;"domingo";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1193";44415;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1194";44415;"domingo";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente";"2-Satisfeito"
"1195";44415;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1196";44415;"domingo";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1197";44415;"domingo";"Calabresa";25;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1198";44415;"domingo";"Atum";35;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1199";44415;"domingo";"Muçarela";23;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1200";44415;"domingo";"Palmito";27;"2-Satisfeito";"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável"
"1201";44416;"segunda-feira";"Atum";35;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1202";44416;"segunda-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1203";44416;"segunda-feira";"Calabresa";25;"4-Insatisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1204";44416;"segunda-feira";"Portuguesa";40;"1-Excelente";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1205";44416;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1206";44416;"segunda-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1207";44416;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1208";44416;"segunda-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1209";44416;"segunda-feira";"Atum";35;"3-Razoável";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1210";44416;"segunda-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1211";44416;"segunda-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1212";44416;"segunda-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1213";44416;"segunda-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1214";44416;"segunda-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1215";44416;"segunda-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1216";44416;"segunda-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"4-Insatisfeito"
"1217";44416;"segunda-feira";"Atum";35;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1218";44417;"terça-feira";"Marguerita";29;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1219";44417;"terça-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1220";44417;"terça-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1221";44417;"terça-feira";"Quatro queijos";32;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1222";44417;"terça-feira";"Atum";35;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1223";44417;"terça-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1224";44417;"terça-feira";"Napolitana";28;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1225";44417;"terça-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1226";44417;"terça-feira";"Palmito";27;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1227";44417;"terça-feira";"Napolitana";28;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1228";44417;"terça-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1229";44417;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1230";44417;"terça-feira";"Frango";31;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1231";44417;"terça-feira";"Palmito";27;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"1-Excelente";"2-Satisfeito"
"1232";44417;"terça-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1233";44417;"terça-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1234";44417;"terça-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1235";44417;"terça-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1236";44417;"terça-feira";"Palmito";27;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1237";44417;"terça-feira";"Marguerita";29;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1238";44418;"quarta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1239";44418;"quarta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1240";44418;"quarta-feira";"Quatro queijos";32;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1241";44418;"quarta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável"
"1242";44418;"quarta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito"
"1243";44418;"quarta-feira";"Calabresa";25;"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1244";44418;"quarta-feira";"Portuguesa";40;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1245";44418;"quarta-feira";"Frango";31;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1246";44418;"quarta-feira";"Muçarela";23;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1247";44418;"quarta-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1248";44418;"quarta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1249";44418;"quarta-feira";"Calabresa";25;"4-Insatisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1250";44418;"quarta-feira";"Portuguesa";40;"3-Razoável";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1251";44418;"quarta-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1252";44418;"quarta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1253";44418;"quarta-feira";"Atum";35;"3-Razoável";"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1254";44418;"quarta-feira";"Quatro queijos";32;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1255";44418;"quarta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1256";44419;"quinta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1257";44419;"quinta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1258";44419;"quinta-feira";"Portuguesa";40;"3-Razoável";"4-Insatisfeito";"3-Razoável";"1-Excelente";"2-Satisfeito"
"1259";44419;"quinta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1260";44419;"quinta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1261";44419;"quinta-feira";"Atum";35;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1262";44419;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1263";44419;"quinta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1264";44419;"quinta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1265";44419;"quinta-feira";"Atum";35;"1-Excelente";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"1-Excelente"
"1266";44419;"quinta-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1267";44419;"quinta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1268";44419;"quinta-feira";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1269";44419;"quinta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1270";44419;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1271";44419;"quinta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"1272";44419;"quinta-feira";"Napolitana";28;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1273";44419;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1274";44419;"quinta-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1275";44419;"quinta-feira";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito"
"1276";44419;"quinta-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1277";44419;"quinta-feira";"Palmito";27;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1278";44419;"quinta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1279";44419;"quinta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"1-Excelente";"1-Excelente"
"1280";44419;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente";"2-Satisfeito"
"1281";44419;"quinta-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1282";44419;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1283";44419;"quinta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1284";44419;"quinta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1285";44419;"quinta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1286";44419;"quinta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1287";44419;"quinta-feira";"Frango";31;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1288";44419;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1289";44419;"quinta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1290";44419;"quinta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1291";44419;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1292";44419;"quinta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1293";44420;"sexta-feira";"Muçarela";23;"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1294";44420;"sexta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1295";44420;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1296";44420;"sexta-feira";"Pepperone";30;"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1297";44420;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1298";44420;"sexta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1299";44420;"sexta-feira";"Calabresa";25;"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1300";44420;"sexta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1301";44420;"sexta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1302";44420;"sexta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1303";44420;"sexta-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1304";44420;"sexta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1305";44420;"sexta-feira";"Muçarela";23;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1306";44420;"sexta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1307";44420;"sexta-feira";"Palmito";27;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1308";44420;"sexta-feira";"Marguerita";29;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1309";44420;"sexta-feira";"Calabresa";25;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1310";44420;"sexta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1311";44420;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1312";44420;"sexta-feira";"Muçarela";23;"3-Razoável";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1313";44420;"sexta-feira";"Marguerita";29;"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1314";44420;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente";"1-Excelente"
"1315";44420;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1316";44420;"sexta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1317";44420;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1318";44420;"sexta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1319";44420;"sexta-feira";"Muçarela";23;"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1320";44420;"sexta-feira";"Portuguesa";40;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1321";44420;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1322";44420;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1323";44420;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1324";44420;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"1325";44420;"sexta-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1326";44420;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1327";44420;"sexta-feira";"Napolitana";28;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1328";44420;"sexta-feira";"Palmito";27;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1329";44420;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1330";44420;"sexta-feira";"Pepperone";30;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1331";44420;"sexta-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1332";44420;"sexta-feira";"Muçarela";23;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1333";44420;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1334";44420;"sexta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1335";44420;"sexta-feira";"Muçarela";23;"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1336";44420;"sexta-feira";"Portuguesa";40;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1337";44420;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1338";44420;"sexta-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1339";44420;"sexta-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
